epoch,train_loss,val_loss,val_auc,duration_sec
1,1.1181885316996107,1.035949630307545,0.771210734159661,3458.676917076111
2,1.0191002280708694,1.015594842537357,0.7859519450820535,3431.4760603904724
3,0.9839734318567157,0.9710831776606832,0.798825194963599,3396.032262325287
4,0.9407506055612924,0.9944433206707662,0.8028631812989173,3378.774195432663
5,0.910344902778827,0.9995647170780841,0.8030553895341814,3384.6593306064606
6,0.8641966048726799,0.9881114878802488,0.8122669043053337,3383.908605337143
7,0.8334344675070186,1.0122264844674,0.8134020444316213,3386.2532346248627
8,0.778325141051331,1.0596292394528928,0.8107332456892825,3400.4043741226196
9,0.7274621166596048,1.244505717327279,0.8063772298458228,3393.3928072452545
10,0.6773882571143691,1.2986013047135223,0.8017780338224773,3398.1977441310883
